bulan,provinsi,komoditas,harga,is_interpolated
2024-05,Aceh,Beras,14100.0,False
2024-06,Aceh,Beras,14000.0,False
2024-07,Aceh,Beras,13650.0,False
2024-08,Aceh,Beras,13700.0,False
2024-09,Aceh,Beras,13650.0,False
2024-10,Aceh,Beras,13650.0,False
2024-11,Aceh,Beras,13550.0,False
2024-12,Aceh,Beras,13550.0,False
2025-01,Aceh,Beras,13700.0,False
2025-02,Aceh,Beras,13650.0,False
2025-03,Aceh,Beras,13650.0,False
2025-04,Aceh,Beras,13650.0,False
2025-05,Aceh,Beras,13750.0,False
2025-06,Aceh,Beras,13900.0,False
2025-07,Aceh,Beras,14300.0,False
2025-08,Aceh,Beras,15400.0,False
2025-09,Aceh,Beras,15050.0,False
2025-10,Aceh,Beras,14550.0,False
2025-11,Aceh,Beras,14350.0,False
2025-12,Aceh,Beras,14250.0,False
2026-01,Aceh,Beras,14650.0,False
2026-02,Aceh,Beras,15250.0,False
2026-03,Aceh,Beras,15050.0,False
2026-04,Aceh,Beras,14950.0,False
2026-05,Aceh,Beras,14950.0,False
2026-06,Aceh,Beras,14900.0,False
2026-07,Aceh,Beras,15050.0,False
2020-02,Aceh,Cabai Besar,,False
2020-03,Aceh,Cabai Besar,,False
2020-04,Aceh,Cabai Besar,,False
2020-05,Aceh,Cabai Besar,,False
2020-06,Aceh,Cabai Besar,,False
2020-07,Aceh,Cabai Besar,,False
2020-08,Aceh,Cabai Besar,,False
2020-09,Aceh,Cabai Besar,,False
2020-10,Aceh,Cabai Besar,,False
2020-11,Aceh,Cabai Besar,,False
2020-12,Aceh,Cabai Besar,,False
2021-01,Aceh,Cabai Besar,,False
2021-02,Aceh,Cabai Besar,,False
2021-03,Aceh,Cabai Besar,,False
2021-04,Aceh,Cabai Besar,,False
2021-05,Aceh,Cabai Besar,,False
2021-06,Aceh,Cabai Besar,,False
2021-07,Aceh,Cabai Besar,,False
2021-08,Aceh,Cabai Besar,,False
2021-09,Aceh,Cabai Besar,,False
2021-10,Aceh,Cabai Besar,,False
2021-11,Aceh,Cabai Besar,,False
2021-12,Aceh,Cabai Besar,,False
2022-01,Aceh,Cabai Besar,,False
2022-02,Aceh,Cabai Besar,,False
2022-03,Aceh,Cabai Besar,,False
2022-04,Aceh,Cabai Besar,,False
2022-05,Aceh,Cabai Besar,,False
2022-06,Aceh,Cabai Besar,,False
2022-07,Aceh,Cabai Besar,,False
2022-08,Aceh,Cabai Besar,,False
2022-09,Aceh,Cabai Besar,,False
2022-10,Aceh,Cabai Besar,,False
2022-11,Aceh,Cabai Besar,,False
2022-12,Aceh,Cabai Besar,,False
2023-01,Aceh,Cabai Besar,,False
2023-02,Aceh,Cabai Besar,,False
2023-03,Aceh,Cabai Besar,,False
2023-04,Aceh,Cabai Besar,,False
2023-05,Aceh,Cabai Besar,,False
2023-06,Aceh,Cabai Besar,,False
2023-07,Aceh,Cabai Besar,,False
2023-08,Aceh,Cabai Besar,,False
2023-09,Aceh,Cabai Besar,,False
2023-10,Aceh,Cabai Besar,,False
2023-11,Aceh,Cabai Besar,,False
2023-12,Aceh,Cabai Besar,,False
2024-01,Aceh,Cabai Besar,,False
2024-02,Aceh,Cabai Besar,,False
2024-03,Aceh,Cabai Besar,,False
2024-04,Aceh,Cabai Besar,,False
2024-05,Aceh,Cabai Besar,,False
2024-06,Aceh,Cabai Besar,,False
2024-07,Aceh,Cabai Besar,,False
2024-08,Aceh,Cabai Besar,,False
2024-09,Aceh,Cabai Besar,,False
2024-10,Aceh,Cabai Besar,,False
2024-11,Aceh,Cabai Besar,,False
2024-12,Aceh,Cabai Besar,,False
2025-01,Aceh,Cabai Besar,,False
2025-02,Aceh,Cabai Besar,,False
2025-03,Aceh,Cabai Besar,40000.0,True
2025-04,Aceh,Cabai Besar,40000.0,True
2025-05,Aceh,Cabai Besar,40000.0,False
2025-06,Aceh,Cabai Besar,40000.0,True
2025-07,Aceh,Cabai Besar,40000.0,True
2025-08,Aceh,Cabai Besar,40000.0,False
2025-09,Aceh,Cabai Besar,40000.0,False
2025-10,Aceh,Cabai Besar,40000.0,False
2025-11,Aceh,Cabai Besar,40000.0,False
2025-12,Aceh,Cabai Besar,40000.0,False
2026-01,Aceh,Cabai Besar,40000.0,False
2026-02,Aceh,Cabai Besar,40000.0,False
2026-03,Aceh,Cabai Besar,40000.0,False
2026-04,Aceh,Cabai Besar,40000.0,False
2026-05,Aceh,Cabai Besar,40000.0,False
2026-06,Aceh,Cabai Besar,40000.0,False
2026-07,Aceh,Cabai Besar,40000.0,False
2020-02,Aceh,Cabai Rawit,,False
2020-03,Aceh,Cabai Rawit,,False
2020-04,Aceh,Cabai Rawit,,False
2020-05,Aceh,Cabai Rawit,,False
2020-06,Aceh,Cabai Rawit,,False
2020-07,Aceh,Cabai Rawit,,False
2020-08,Aceh,Cabai Rawit,,False
2020-09,Aceh,Cabai Rawit,,False
2020-10,Aceh,Cabai Rawit,,False
2020-11,Aceh,Cabai Rawit,,False
2020-12,Aceh,Cabai Rawit,,False
2021-01,Aceh,Cabai Rawit,,False
2021-02,Aceh,Cabai Rawit,,False
2021-03,Aceh,Cabai Rawit,,False
2021-04,Aceh,Cabai Rawit,,False
2021-05,Aceh,Cabai Rawit,,False
2021-06,Aceh,Cabai Rawit,,False
2021-07,Aceh,Cabai Rawit,,False
2021-08,Aceh,Cabai Rawit,,False
2021-09,Aceh,Cabai Rawit,,False
2021-10,Aceh,Cabai Rawit,,False
2021-11,Aceh,Cabai Rawit,,False
2021-12,Aceh,Cabai Rawit,,False
2022-01,Aceh,Cabai Rawit,,False
2022-02,Aceh,Cabai Rawit,,False
2022-03,Aceh,Cabai Rawit,,False
2022-04,Aceh,Cabai Rawit,,False
2022-05,Aceh,Cabai Rawit,,False
2022-06,Aceh,Cabai Rawit,,False
2022-07,Aceh,Cabai Rawit,,False
2022-08,Aceh,Cabai Rawit,,False
2022-09,Aceh,Cabai Rawit,,False
2022-10,Aceh,Cabai Rawit,,False
2022-11,Aceh,Cabai Rawit,,False
2022-12,Aceh,Cabai Rawit,,False
2023-01,Aceh,Cabai Rawit,,False
2023-02,Aceh,Cabai Rawit,,False
2023-03,Aceh,Cabai Rawit,,False
2023-04,Aceh,Cabai Rawit,,False
2023-05,Aceh,Cabai Rawit,,False
2023-06,Aceh,Cabai Rawit,,False
2023-07,Aceh,Cabai Rawit,,False
2023-08,Aceh,Cabai Rawit,,False
2023-09,Aceh,Cabai Rawit,,False
2023-10,Aceh,Cabai Rawit,,False
2023-11,Aceh,Cabai Rawit,,False
2023-12,Aceh,Cabai Rawit,,False
2024-01,Aceh,Cabai Rawit,,False
2024-02,Aceh,Cabai Rawit,,False
2024-03,Aceh,Cabai Rawit,,False
2024-04,Aceh,Cabai Rawit,,False
2024-05,Aceh,Cabai Rawit,,False
2024-06,Aceh,Cabai Rawit,,False
2024-07,Aceh,Cabai Rawit,,False
2024-08,Aceh,Cabai Rawit,,False
2024-09,Aceh,Cabai Rawit,,False
2024-10,Aceh,Cabai Rawit,,False
2024-11,Aceh,Cabai Rawit,,False
2024-12,Aceh,Cabai Rawit,,False
2025-01,Aceh,Cabai Rawit,,False
2025-02,Aceh,Cabai Rawit,,False
2025-03,Aceh,Cabai Rawit,,False
2025-04,Aceh,Cabai Rawit,,False
2025-05,Aceh,Cabai Rawit,,False
2025-06,Aceh,Cabai Rawit,,False
2025-07,Aceh,Cabai Rawit,,False
2025-08,Aceh,Cabai Rawit,,False
2025-09,Aceh,Cabai Rawit,,False
2025-10,Aceh,Cabai Rawit,,False
2025-11,Aceh,Cabai Rawit,,False
2025-12,Aceh,Cabai Rawit,,False
2026-01,Aceh,Cabai Rawit,,False
2026-02,Aceh,Cabai Rawit,,False
2026-03,Aceh,Cabai Rawit,,False
2026-04,Aceh,Cabai Rawit,,False
2026-05,Aceh,Cabai Rawit,,False
2026-06,Aceh,Cabai Rawit,,False
2026-07,Aceh,Cabai Rawit,,False
2020-02,Bali,Bawang Merah,34750.0,False
2020-03,Bali,Bawang Merah,27000.0,False
2020-04,Bali,Bawang Merah,44900.0,False
2020-05,Bali,Bawang Merah,40233.333333333336,True
2020-06,Bali,Bawang Merah,35566.666666666664,True
2020-07,Bali,Bawang Merah,30900.0,False
2020-08,Bali,Bawang Merah,23400.0,False
2020-09,Bali,Bawang Merah,24400.0,False
2020-10,Bali,Bawang Merah,22250.0,False
2020-11,Bali,Bawang Merah,27650.0,False
2020-12,Bali,Bawang Merah,32000.0,False
2021-01,Bali,Bawang Merah,29625.0,True
2021-02,Bali,Bawang Merah,27250.0,False
2021-03,Bali,Bawang Merah,26750.0,False
2021-04,Bali,Bawang Merah,29500.0,False
2021-05,Bali,Bawang Merah,26650.0,False
2021-06,Bali,Bawang Merah,23325.0,True
2021-07,Bali,Bawang Merah,20000.0,False
2021-08,Bali,Bawang Merah,29150.0,False
2021-09,Bali,Bawang Merah,20750.0,False
2021-10,Bali,Bawang Merah,19000.0,False
2021-11,Bali,Bawang Merah,20150.0,False
2021-12,Bali,Bawang Merah,19000.0,False
2022-01,Bali,Bawang Merah,21750.0,False
2022-02,Bali,Bawang Merah,28075.0,True
2022-03,Bali,Bawang Merah,34400.0,False
2022-04,Bali,Bawang Merah,28400.0,False
2022-05,Bali,Bawang Merah,35100.0,True
2022-06,Bali,Bawang Merah,41800.0,True
2022-07,Bali,Bawang Merah,48500.0,False
2022-08,Bali,Bawang Merah,35400.0,False
2022-09,Bali,Bawang Merah,22900.0,False
2022-10,Bali,Bawang Merah,21500.0,False
2022-11,Bali,Bawang Merah,25500.0,False
2022-12,Bali,Bawang Merah,24500.0,False
2023-01,Bali,Bawang Merah,24500.0,False
2023-02,Bali,Bawang Merah,30900.0,False
2023-03,Bali,Bawang Merah,28900.0,False
2023-04,Bali,Bawang Merah,27750.0,False
2023-05,Bali,Bawang Merah,26375.0,True
2023-06,Bali,Bawang Merah,25000.0,False
2023-07,Bali,Bawang Merah,26650.0,False
2023-08,Bali,Bawang Merah,24250.0,False
2023-09,Bali,Bawang Merah,18500.0,False
2023-10,Bali,Bawang Merah,15500.0,False
2023-11,Bali,Bawang Merah,15900.0,False
2023-12,Bali,Bawang Merah,23150.0,False
2024-01,Bali,Bawang Merah,35000.0,False
2024-02,Bali,Bawang Merah,29000.0,False
2024-03,Bali,Bawang Merah,27500.0,False
2024-04,Bali,Bawang Merah,28150.0,False
2024-05,Bali,Bawang Merah,49500.0,False
2024-06,Bali,Bawang Merah,36900.0,False
2024-07,Bali,Bawang Merah,28750.0,False
2024-08,Bali,Bawang Merah,22400.0,False
2024-09,Bali,Bawang Merah,23750.0,False
2024-10,Bali,Bawang Merah,24150.0,False
2024-11,Bali,Bawang Merah,27750.0,False
2024-12,Bali,Bawang Merah,36000.0,False
2025-01,Bali,Bawang Merah,36900.0,False
2025-02,Bali,Bawang Merah,30650.0,False
2025-03,Bali,Bawang Merah,29500.0,False
2025-04,Bali,Bawang Merah,39400.0,False
2025-05,Bali,Bawang Merah,40250.0,False
2025-06,Bali,Bawang Merah,31400.0,False
2025-07,Bali,Bawang Merah,34000.0,False
2025-08,Bali,Bawang Merah,48750.0,False
2025-09,Bali,Bawang Merah,37700.0,False
2025-10,Bali,Bawang Merah,31650.0,False
2025-11,Bali,Bawang Merah,38550.0,False
2025-12,Bali,Bawang Merah,45450.0,False
2026-01,Bali,Bawang Merah,46550.0,False
2026-02,Bali,Bawang Merah,35000.0,False
2026-03,Bali,Bawang Merah,37750.0,False
2026-04,Bali,Bawang Merah,44500.0,False
2026-05,Bali,Bawang Merah,36750.0,False
2026-06,Bali,Bawang Merah,43450.0,False
2026-07,Bali,Bawang Merah,40050.0,False
2020-02,Bali,Beras,10900.0,False
2020-03,Bali,Beras,10900.0,False
2020-04,Bali,Beras,10900.0,False
2020-05,Bali,Beras,10850.0,True
2020-06,Bali,Beras,10800.0,True
2020-07,Bali,Beras,10750.0,False
2020-08,Bali,Beras,10750.0,False
2020-09,Bali,Beras,10750.0,False
2020-10,Bali,Beras,10750.0,False
2020-11,Bali,Beras,10750.0,False
2020-12,Bali,Beras,10750.0,False
2021-01,Bali,Beras,10750.0,True
2021-02,Bali,Beras,10750.0,False
2021-03,Bali,Beras,10750.0,False
2021-04,Bali,Beras,10750.0,False
2021-05,Bali,Beras,10750.0,False
2021-06,Bali,Beras,10625.0,True
2021-07,Bali,Beras,10500.0,False
2021-08,Bali,Beras,10250.0,False
2021-09,Bali,Beras,10250.0,False
2021-10,Bali,Beras,10250.0,False
2021-11,Bali,Beras,10000.0,False
2021-12,Bali,Beras,10000.0,False
2022-01,Bali,Beras,10500.0,False
2022-02,Bali,Beras,10700.0,True
2022-03,Bali,Beras,10900.0,False
2022-04,Bali,Beras,10900.0,False
2022-05,Bali,Beras,10750.0,True
2022-06,Bali,Beras,10600.0,True
2022-07,Bali,Beras,10450.0,False
2022-08,Bali,Beras,10450.0,False
2022-09,Bali,Beras,11100.0,False
2022-10,Bali,Beras,10950.0,False
2022-11,Bali,Beras,11100.0,False
2022-12,Bali,Beras,11350.0,False
2023-01,Bali,Beras,11600.0,False
2023-02,Bali,Beras,12250.0,False
2023-03,Bali,Beras,12150.0,False
2023-04,Bali,Beras,12650.0,False
2023-05,Bali,Beras,12550.0,True
2023-06,Bali,Beras,12450.0,False
2023-07,Bali,Beras,12400.0,False
2023-08,Bali,Beras,12500.0,False
2023-09,Bali,Beras,13350.0,False
2023-10,Bali,Beras,13700.0,False
2023-11,Bali,Beras,13850.0,False
2023-12,Bali,Beras,13850.0,False
2024-01,Bali,Beras,13500.0,False
2024-02,Bali,Beras,14700.0,False
2024-03,Bali,Beras,15650.0,False
2024-04,Bali,Beras,15000.0,False
2024-05,Bali,Beras,14700.0,False
2024-06,Bali,Beras,14300.0,False
2024-07,Bali,Beras,14300.0,False
2024-08,Bali,Beras,14500.0,False
2024-09,Bali,Beras,14500.0,False
2024-10,Bali,Beras,14500.0,False
2024-11,Bali,Beras,14400.0,False
2024-12,Bali,Beras,14450.0,False
2025-01,Bali,Beras,14450.0,False
2025-02,Bali,Beras,14700.0,False
2025-03,Bali,Beras,14850.0,False
2025-04,Bali,Beras,14850.0,False
2025-05,Bali,Beras,14700.0,False
2025-06,Bali,Beras,14750.0,False
2025-07,Bali,Beras,14950.0,False
2025-08,Bali,Beras,14950.0,False
2025-09,Bali,Beras,15150.0,False
2025-10,Bali,Beras,15100.0,False
2025-11,Bali,Beras,15200.0,False
2025-12,Bali,Beras,15150.0,False
2026-01,Bali,Beras,15150.0,False
2026-02,Bali,Beras,15150.0,False
2026-03,Bali,Beras,15150.0,False
2026-04,Bali,Beras,15150.0,False
2026-05,Bali,Beras,15500.0,False
2026-06,Bali,Beras,15500.0,False
2026-07,Bali,Beras,15550.0,False
2020-02,Bali,Cabai Besar,71250.0,False
2020-03,Bali,Cabai Besar,58750.0,False
2020-04,Bali,Cabai Besar,21250.0,False
2020-05,Bali,Cabai Besar,19083.33333333333,True
2020-06,Bali,Cabai Besar,16916.666666666668,True
2020-07,Bali,Cabai Besar,14750.0,False
2020-08,Bali,Cabai Besar,15250.0,False
2020-09,Bali,Cabai Besar,14150.0,False
2020-10,Bali,Cabai Besar,20650.0,False
2020-11,Bali,Cabai Besar,30750.0,False
2020-12,Bali,Cabai Besar,36150.0,False
2021-01,Bali,Cabai Besar,36950.0,True
2021-02,Bali,Cabai Besar,37750.0,False
2021-03,Bali,Cabai Besar,34250.0,False
2021-04,Bali,Cabai Besar,38150.0,False
2021-05,Bali,Cabai Besar,25250.0,False
2021-06,Bali,Cabai Besar,20125.0,True
2021-07,Bali,Cabai Besar,15000.0,False
2021-08,Bali,Cabai Besar,13150.0,False
2021-09,Bali,Cabai Besar,12750.0,False
2021-10,Bali,Cabai Besar,17900.0,False
2021-11,Bali,Cabai Besar,17500.0,False
2021-12,Bali,Cabai Besar,26000.0,False
2022-01,Bali,Cabai Besar,18000.0,False
2022-02,Bali,Cabai Besar,23950.0,True
2022-03,Bali,Cabai Besar,29900.0,False
2022-04,Bali,Cabai Besar,38150.0,False
2022-05,Bali,Cabai Besar,43766.66666666666,True
2022-06,Bali,Cabai Besar,49383.333333333336,True
2022-07,Bali,Cabai Besar,55000.0,False
2022-08,Bali,Cabai Besar,72000.0,False
2022-09,Bali,Cabai Besar,46250.0,False
2022-10,Bali,Cabai Besar,33750.0,False
2022-11,Bali,Cabai Besar,24500.0,False
2022-12,Bali,Cabai Besar,14750.0,False
2023-01,Bali,Cabai Besar,17500.0,False
2023-02,Bali,Cabai Besar,26400.0,False
2023-03,Bali,Cabai Besar,35750.0,False
2023-04,Bali,Cabai Besar,25000.0,False
2023-05,Bali,Cabai Besar,27250.0,True
2023-06,Bali,Cabai Besar,29500.0,False
2023-07,Bali,Cabai Besar,34400.0,False
2023-08,Bali,Cabai Besar,23500.0,False
2023-09,Bali,Cabai Besar,41250.0,False
2023-10,Bali,Cabai Besar,35650.0,False
2023-11,Bali,Cabai Besar,37000.0,False
2023-12,Bali,Cabai Besar,67500.0,False
2024-01,Bali,Cabai Besar,52500.0,False
2024-02,Bali,Cabai Besar,73900.0,False
2024-03,Bali,Cabai Besar,79150.0,False
2024-04,Bali,Cabai Besar,42400.0,False
2024-05,Bali,Cabai Besar,49400.0,False
2024-06,Bali,Cabai Besar,42750.0,False
2024-07,Bali,Cabai Besar,35650.0,False
2024-08,Bali,Cabai Besar,30650.0,False
2024-09,Bali,Cabai Besar,24500.0,False
2024-10,Bali,Cabai Besar,19150.0,False
2024-11,Bali,Cabai Besar,16250.0,False
2024-12,Bali,Cabai Besar,22000.0,False
2025-01,Bali,Cabai Besar,61250.0,False
2025-02,Bali,Cabai Besar,64650.0,False
2025-03,Bali,Cabai Besar,75650.0,False
2025-04,Bali,Cabai Besar,58150.0,False
2025-05,Bali,Cabai Besar,26900.0,False
2025-06,Bali,Cabai Besar,28750.0,False
2025-07,Bali,Cabai Besar,28500.0,False
2025-08,Bali,Cabai Besar,36400.0,False
2025-09,Bali,Cabai Besar,29550.0,False
2025-10,Bali,Cabai Besar,48000.0,False
2025-11,Bali,Cabai Besar,48450.0,False
2025-12,Bali,Cabai Besar,47000.0,False
2026-01,Bali,Cabai Besar,26950.0,False
2026-02,Bali,Cabai Besar,30750.0,False
2026-03,Bali,Cabai Besar,40050.0,False
2026-04,Bali,Cabai Besar,40400.0,False
2026-05,Bali,Cabai Besar,47000.0,False
2026-06,Bali,Cabai Besar,52000.0,False
2026-07,Bali,Cabai Besar,31400.0,False
2020-02,Bali,Cabai Rawit,69400.0,False
2020-03,Bali,Cabai Rawit,27900.0,False
2020-04,Bali,Cabai Rawit,48000.0,False
2020-05,Bali,Cabai Rawit,37883.333333333336,True
2020-06,Bali,Cabai Rawit,27766.666666666668,True
2020-07,Bali,Cabai Rawit,17650.0,False
2020-08,Bali,Cabai Rawit,19650.0,False
2020-09,Bali,Cabai Rawit,16900.0,False
2020-10,Bali,Cabai Rawit,19000.0,False
2020-11,Bali,Cabai Rawit,19000.0,False
2020-12,Bali,Cabai Rawit,34000.0,False
2021-01,Bali,Cabai Rawit,51000.0,True
2021-02,Bali,Cabai Rawit,68000.0,False
2021-03,Bali,Cabai Rawit,97500.0,False
2021-04,Bali,Cabai Rawit,68150.0,False
2021-05,Bali,Cabai Rawit,46250.0,False
2021-06,Bali,Cabai Rawit,44375.0,True
2021-07,Bali,Cabai Rawit,42500.0,False
2021-08,Bali,Cabai Rawit,33900.0,False
2021-09,Bali,Cabai Rawit,16250.0,False
2021-10,Bali,Cabai Rawit,18900.0,False
2021-11,Bali,Cabai Rawit,17650.0,False
2021-12,Bali,Cabai Rawit,39000.0,False
2022-01,Bali,Cabai Rawit,71250.0,False
2022-02,Bali,Cabai Rawit,63750.0,True
2022-03,Bali,Cabai Rawit,56250.0,False
2022-04,Bali,Cabai Rawit,41650.0,False
2022-05,Bali,Cabai Rawit,53483.333333333336,True
2022-06,Bali,Cabai Rawit,65316.66666666667,True
2022-07,Bali,Cabai Rawit,77150.0,False
2022-08,Bali,Cabai Rawit,61000.0,False
2022-09,Bali,Cabai Rawit,43900.0,False
2022-10,Bali,Cabai Rawit,44500.0,False
2022-11,Bali,Cabai Rawit,23250.0,False
2022-12,Bali,Cabai Rawit,26250.0,False
2023-01,Bali,Cabai Rawit,44400.0,False
2023-02,Bali,Cabai Rawit,46650.0,False
2023-03,Bali,Cabai Rawit,60000.0,False
2023-04,Bali,Cabai Rawit,36750.0,False
2023-05,Bali,Cabai Rawit,36000.0,True
2023-06,Bali,Cabai Rawit,35250.0,False
2023-07,Bali,Cabai Rawit,27000.0,False
2023-08,Bali,Cabai Rawit,38500.0,False
2023-09,Bali,Cabai Rawit,24900.0,False
2023-10,Bali,Cabai Rawit,28900.0,False
2023-11,Bali,Cabai Rawit,64500.0,False
2023-12,Bali,Cabai Rawit,75750.0,False
2024-01,Bali,Cabai Rawit,72500.0,False
2024-02,Bali,Cabai Rawit,33250.0,False
2024-03,Bali,Cabai Rawit,55250.0,False
2024-04,Bali,Cabai Rawit,32500.0,False
2024-05,Bali,Cabai Rawit,31400.0,False
2024-06,Bali,Cabai Rawit,29900.0,False
2024-07,Bali,Cabai Rawit,33250.0,False
2024-08,Bali,Cabai Rawit,65000.0,False
2024-09,Bali,Cabai Rawit,32500.0,False
2024-10,Bali,Cabai Rawit,34650.0,False
2024-11,Bali,Cabai Rawit,29650.0,False
2024-12,Bali,Cabai Rawit,25750.0,False
2025-01,Bali,Cabai Rawit,76900.0,False
2025-02,Bali,Cabai Rawit,64150.0,False
2025-03,Bali,Cabai Rawit,122500.0,False
2025-04,Bali,Cabai Rawit,104400.0,False
